,id,E,V,B,Bp
70,70,-49.8043392508538,68.10577468836321,1.5479443634182901,4.098709096276707
71,71,-32.41447200595274,49.53844114316652,1.431853955033173,4.067535431918799
72,72,-34.18717273264494,49.587185557984,1.5047669380571467,4.1646054751865345
73,73,-34.83650872768915,47.803166441743365,1.7075527097487861,4.228352754249147
74,74,-31.653610059052774,51.71339256552647,1.224557090020482,3.9744087747850365
75,75,-32.25763909859632,54.47185421544372,1.1160741314373415,3.8146100337972415
76,76,-33.484271103558825,52.04216936901122,1.2760111420878217,4.0175360424515345
77,77,-34.995770304435034,51.99526623436033,1.3358701893780562,3.9695768430879124
78,78,-33.85110967250024,54.67218134563226,1.1690680184713582,3.7450268047225226
79,79,-36.79743252554635,52.44676450242237,1.402314193414354,4.002026217904982
80,80,-36.85436912810124,48.147157320309006,1.802680432618599,4.229383968199583
81,81,-36.317681220692734,50.14144182840123,1.5933584193399186,4.181112685670203
82,82,-38.0531772069839,50.223489732113215,1.6580417874752396,4.200339148336231
83,83,-75.07367445898903,116.96107825996879,1.3720291644792262,4.072166722920525
84,84,-80.21046210351503,117.24509892291478,1.4533548823090727,4.144347260420879
85,85,-82.62371203868412,111.78301403194185,1.7335868690143885,4.228394913227446
86,86,-74.30717496847566,119.01892445103009,1.286934460220007,4.069925421983988
87,87,-76.33681220544969,127.21891323629194,1.132512848068141,3.767188098422645
88,88,-80.00448902963456,119.93227841368798,1.3657385324515354,4.027247567268351
89,89,-80.9874215830722,119.57094985443682,1.382394884002208,4.0836325985987205
90,90,-77.92954978868227,127.40431843341018,1.1547121688897803,3.8173290142055345
91,91,-86.61260464178157,120.74530632552695,1.4637677050447366,3.994642218536001
92,92,-84.64136813543732,112.12352663155991,1.7738619204396644,4.239059206328362
93,93,-82.84807076315451,118.08705445811333,1.4986530322263198,4.224285550984266
94,94,-87.89824232197985,118.56251284340955,1.5721037864897716,4.100774206552867
95,95,-770.5349464728466,1212.942796735292,1.3371920733805702,4.12343929853812
96,96,-832.4779422269784,1216.07007675969,1.4258487676720981,4.0393233554177685
97,97,-860.440877534867,1151.4789487010357,1.7534875118874198,4.199156431245175
98,98,-793.2430781544523,1310.6253743054676,1.1440500360785681,3.7147337717153603
99,99,-838.14595792851,1224.5164912052603,1.4422557206327145,4.1551249022701855
100,100,-899.0987466139932,1229.568973664909,1.5248388083190063,4.0840807148552685
101,101,-92.87745483325514,135.57923447634423,1.426641960473501,4.107918754897698
